id,Name,Team,Position,Birth Date,School,Photo URL,Draft Info,Active Years
11549,로저스 (Esmil Rogers),키움,P,우투우타,-,,15 한화 자유선발,2015년 ~ 2019년
11550,박성준 (Seong-Jun Park),LG,IF,우투우타,사파초-신월중-마산고,,15 LG 2차 10라운드 97순위,2015년 ~ 2020년
11907,이대은 (Dae-Eun Rhee ),KT,P,우투좌타,역삼초-경원중-신일고,,19 KT 2차 1라운드 1순위,2015년 ~ 2021년
12295,윌커슨 (Aaron Wilkerson),롯데,P,우투우타,-,https://statiz.sporki.com/data/baseball/player/2023/12295.png,23 롯데 자유선발,2015년 ~ 2024년
12503,김웅빈 (Woong-Bin Kim),키움,SS,우투좌타,서라벌초-울산제일중-울산공고,https://statiz.sporki.com/data/baseball/player/2023/12503.png,15 SK 2차 3라운드 27순위,2015년 ~ 2024년
12504,웹스터 (Carl Allen Webster),삼성,P,우투우타,-,,16 삼성 자유선발,2016년 ~ 2016년
12505,벨레스터 (Collin Thomas Balester),삼성,P,우투우타,-,,16 삼성 자유선발,2016년 ~ 2016년
12506,발디리스 (Aarom Baldiris),삼성,3B,우투우타,-,,16 삼성 자유선발,2016년 ~ 2016년
12507,마리몬 (Sugar Ray Marimon),KT,P,우투우타,-,,16 KT 자유선발,2016년 ~ 2016년
12508,피노 (Yohan Pino),KT,P,우투우타,-,,16 KT 자유선발,2016년 ~ 2016년
12509,헥터 (Hector Noesi),KIA,P,우투우타,-,,16 KIA 자유선발,2016년 ~ 2019년
12510,지크 (Ezekiel Stephen Zeke Spruill),KIA,P,우투우타,-,,16 KIA 자유선발,2016년 ~ 2016년
12511,로사리오 (Wilin Rosario),한화,1B,우투우타,-,,16 한화 자유선발,2016년 ~ 2017년
12512,박재욱 (Jae-Wook Park),LG,C,우투우타,수영초-부산중-개성고,,14 LG 2차 10라운드 103순위,2016년 ~ 2022년
12514,고메즈 (Hector Alexis Gomez),SK,SS,우투우타,-,,16 SK 자유선발,2016년 ~ 2016년
12515,보우덴 (Michael Bowdent),두산,P,우투우타,-,,16 두산 자유선발,2016년 ~ 2017년
12516,이형종 (Hyeong-Jong Lee),키움,LF,우투우타,화곡초-양천중-서울고,https://statiz.sporki.com/data/baseball/player/2023/12516.png,08 LG 1차,2008년 ~ 2024년
12517,에반스 (Nick Evans),두산,1B,우투우타,-,,16 두산 자유선발,2016년 ~ 2017년
12518,코엘로 (Robert Coello),넥센,P,우투우타,-,,16 넥센 자유선발,2016년 ~ 2016년
12519,대니돈 (Danny Dorn),넥센,LF,좌투좌타,-,,16 넥센 자유선발,2016년 ~ 2017년
12520,박동민 (Dong-Min Park),KIA,P,우투우타,남산초-천안북중-용마고-동의대,,15 KIA 육성선수,2015년 ~ 2020년
12521,남태혁 (Tae-hyuk Nam),,1B,우투우타,서화초-대헌중-제물포고,,16 KT 2차 1라운드 1순위,2016년 ~ 2021년
12522,박준영 (Jun-Young Park),두산,SS,우투우타,도곡초-남양주-잠신중-경기고,https://statiz.sporki.com/data/baseball/player/2023/12522.png,16 NC 1차,2016년 ~ 2024년
12523,서예일 (Ye-Il Seo),두산,SS,우투양타,동천초-경주중-성남고-동국대,https://statiz.sporki.com/data/baseball/player/2023/12523.png,16 두산 2차 6라운드 56순위,2016년 ~ 2024년
12524,조수행 (Su-Haeng Cho),두산,RF,우투좌타,노암초-경포중-강릉고-건국대,https://statiz.sporki.com/data/baseball/player/2023/12524.png,16 두산 2차 1라운드 5순위,2016년 ~ 2024년
12525,이재율 (Jae-Yul Lee),NC,CF,좌투좌타,본리초-포철중-포철공고-영남대,,16 NC 2차 4라운드 33순위,2016년 ~ 2021년
12526,이시원 (Si-Won Lee),KT,CF,좌투좌타,본리초-경운중-상원고,https://statiz.sporki.com/data/baseball/player/2023/12526.png,16 한화 2차 2라운드 19순위,2016년 ~ 2023년
12527,정영일 (Young-Il Jung),SSG,P,우투우타,광주화정초-충장중-진흥고,,14 SK 2차 5라운드 53순위,2014년 ~ 2021년
12528,조성모 (Seong-Mo Jo),SK,SS,우투좌타,서울청구초-홍은중-경동고-경희대,,14 SK 육성선수,2016년 ~ 2019년
12529,권정웅 (Jeong-Woong Kwon),NC,C,우투우타,이수초-영동중-덕수고-한양대,https://statiz.sporki.com/data/baseball/player/2023/12529.png,15 삼성 2차 6라운드 55순위,2016년 ~ 2023년
12530,최충연 (Chung-Yeon Choi),삼성,P,우투우타,대구수창초-대구중-경북고,https://statiz.sporki.com/data/baseball/player/2023/12530.png,16 삼성 1차,2016년 ~ 2024년
12531,김주한 (Joo-Han Kim),SSG,P,우언우타,동천초-경주중-성남고-고려대,https://statiz.sporki.com/data/baseball/player/2023/12531.png,16 SK 2차 2라운드 15순위,2016년 ~ 2023년
12532,김대현 (Dae-Hyun Kim),LG,P,우투우타,홍연초-마포-홍은중-선린고,https://statiz.sporki.com/data/baseball/player/2023/12532.png,16 LG 1차,2016년 ~ 2024년
12533,김현준 (Hyun-Jun Kim),KIA,P,우투우타,광주화정초-무등중-광주제일고,,16 KIA 1차,2016년 ~ 2022년
12534,최원준 (Won-Jun Choi),KIA,CF,우투좌타,연현초-경원중-서울고,https://statiz.sporki.com/data/baseball/player/2023/12534.png,16 KIA 2차 1라운드 3순위,2016년 ~ 2024년
12535,남하준 (Ha-Joon Nam),KIA,P,우투좌타,세광중-세광고,https://statiz.sporki.com/data/baseball/player/2023/12535.png,16 KIA 2차 2라운드 18순위,2016년 ~ 2023년
12536,정동현 (Dong-Hyun Jeong),KIA,P,좌투좌타,백운초-덕수중-휘문고,,16 KIA 2차 3라운드 23순위,2016년 ~ 2017년
12537,전상현 (Sang-Hyun Jeon),KIA,P,우투우타,남도초-경복중-상원고,https://statiz.sporki.com/data/baseball/player/2023/12537.png,16 KIA 2차 4라운드 38순위,2016년 ~ 2024년
12538,서덕원 (Deok-Won Seo),KIA,P,우투우타,청량중-장충고-건국대,,16 KIA 2차 5라운드 43순위,2016년 ~ 2022년
12539,이진영 (Jin-Young Lee),한화,RF,우투우타,둔촌초-선린중-선린고,https://statiz.sporki.com/data/baseball/player/2023/12539.png,16 KIA 2차 6라운드 58순위,2016년 ~ 2024년
12540,김규성 (Kyu-Sung Kim),KIA,2B,우투좌타,갈산초-선린중-선린고,https://statiz.sporki.com/data/baseball/player/2023/12540.png,16 KIA 2차 7라운드 63순위,2016년 ~ 2024년
12541,신범수 (Beom-Soo Shin),SSG,C,우투좌타,광주대성초-광주동성중-광주동성고,https://statiz.sporki.com/data/baseball/player/2023/12541.png,16 KIA 2차 8라운드 78순위,2016년 ~ 2024년
12542,이승우 (Seung-Woo Lee),KIA,OF,우투우타,백마초-홍은중-휘문고,,16 KIA 2차 9라운드 83순위,2016년 ~ 2017년
12543,류승현 (Seung-Hyun Ryu),KIA,1B,우투좌타,송정동초-무등중-광주제일고,,16 KIA 2차 10라운드 98순위,2016년 ~ 2022년
12544,유재유 (Jae-Yoo Yoo),두산,P,우투우타,갈산초-양천중-충암고,,16 LG 2차 1라운드 7순위,2016년 ~ 2022년
12545,김주성 (Ju-Sung Kim),LG,2B,우투우타,신곡초-덕수중-휘문고,https://statiz.sporki.com/data/baseball/player/2023/12545.png,16 LG 2차 2라운드 14순위,2016년 ~ 2024년
12546,홍창기 (Chang-Ki Hong),LG,RF,우투좌타,대일초-매송중-안산공고-건국대,https://statiz.sporki.com/data/baseball/player/2023/12546.png,16 LG 2차 3라운드 27순위,2016년 ~ 2024년
12547,김재영 (Jae-Young Kim),한화,P,우언우타,방배초-영동중-서울고-홍익대,https://statiz.sporki.com/data/baseball/player/2023/12547.png,16 한화 2차 1라운드 2순위,2016년 ~ 2023년
12548,김동엽 (Dong-Yub Kim),삼성,LF,우투우타,남산초-천안북중-북일고,https://statiz.sporki.com/data/baseball/player/2023/12548.png,16 SK 2차 9라운드 86순위,2016년 ~ 2024년
12549,김기연 (Ki-Yeon Kim),두산,C,우투우타,광주수창초-진흥중-진흥고,https://statiz.sporki.com/data/baseball/player/2023/12549.png,16 LG 2차 4라운드 34순위,2016년 ~ 2024년
12550,이케빈 (Kevin Heon-Ju Lee),SK,P,우투우타,-,,16 삼성 2차 2라운드 11순위,2016년 ~ 2019년
12551,천원석 (Won-Seok Cheon ),LG,P,좌투좌타,양정초-사직중-제주고,,16 LG 2차 5라운드 47순위,2016년 ~ 2020년
12553,이동규 (Dong-Kyu Lee),LG,IF,우투좌타,서울학동초-홍은중-성남고,,16 LG 2차 6라운드 54순위,2016년 ~ 2022년
12554,김호은 (Ho-Eun Kim),LG,OF,우투좌타,옥산초-경상중-대구고-연세대,,16 LG 2차 7라운드 67순위,2016년 ~ 2022년
12555,양효준 (Hyo-Jun Yang),LG,P,우투우타,충암중-충암고,,16 LG 2차 8라운드 74순위,2016년 ~ 2017년
12556,김태영 (Tae-Young Kim ),LG,2B,우투우타,진북초-전라중-군산상고,,16 LG 2차 9라운드 87순위,2016년 ~ 2019년
12557,이정윤 (Jung-Yoon Lee),LG,OF,우투좌타,부산동래마린스-개성중-경남고-고려대,,16 LG 2차 10라운드 94순위,2016년 ~ 2017년
12558,임대한 (Dae-Han Lim),삼성,P,우투좌타,고명초-건대부중-청원고-송원대,,16 삼성 2차 3라운드 30순위,2016년 ~ 2022년
12559,강승훈 (Seung-Hoon Kang),KT,3B,우투우타,신곡초-수원북중-유신고-연세대,,16 KT 2차 8라운드 80순위,2016년 ~ 2018년
12560,도태훈 (Tae-Hun Do),NC,3B,우투좌타,양정초-개성중-부산고-동의대,https://statiz.sporki.com/data/baseball/player/2023/12560.png,16 NC 육성선수,2016년 ~ 2024년
12561,정수민 (Su-Min Jeong),SSG,P,우투우타,김해엔젤스-부산중-부산고,,16 NC 2차 1라운드 8순위,2016년 ~ 2021년
12562,이성규 (Sung-Gyu Lee),삼성,1B,우투우타,광주대성초-광주동성중-광주동성고-인하대,https://statiz.sporki.com/data/baseball/player/2023/12562.png,16 삼성 2차 4라운드 31순위,2016년 ~ 2024년
12563,김민욱 (Min-Wook Kim),NC,C,우투우타,수유초-신일중-신일고-인하대,,15 NC 2차 8라운드 81순위,2016년 ~ 2016년
12564,강상원 (Sang-Won Kang),한화,CF,우투좌타,온양온천초-온양중-북일고,,16 한화 2차 10라운드 99순위,2016년 ~ 2022년
12565,최성영 (Seong-Young Choi),NC,P,좌투좌타,영랑초-설악중-설악고,https://statiz.sporki.com/data/baseball/player/2023/12565.png,16 NC 2차 2라운드 13순위,2016년 ~ 2024년
12567,주효상 (Hyo-Sang Joo),KIA,C,우투좌타,역북초-강남중-서울고,https://statiz.sporki.com/data/baseball/player/2023/12567.png,16 넥센 1차,2016년 ~ 2024년
12568,이영하 (Young-Ha Lee),두산,P,우투우타,영일초-강남중-선린고,https://statiz.sporki.com/data/baseball/player/2023/12568.png,16 두산 1차,2016년 ~ 2024년
12569,박선우 (Seon-Woo Park),KT,P,우투우타,마산-신월중-부산고,https://statiz.sporki.com/data/baseball/player/2023/12569.png,16 롯데 1차,2016년 ~ 2023년
12570,김주현 (Ju-Hyeon Kim),롯데,1B,좌투좌타,성동초-잠신중-북일고-경희대,https://statiz.sporki.com/data/baseball/player/2023/12570.png,16 한화 1차,2016년 ~ 2023년
12571,정동윤 (Dong-Yun Jung),SSG,P,우투좌타,안산-중앙중-야탑고,https://statiz.sporki.com/data/baseball/player/2023/12571.png,16 SK 1차,2016년 ~ 2024년
12572,박세진 (Se-Jin Park),KT,P,좌투좌타,본리초-경운중-경북고,https://statiz.sporki.com/data/baseball/player/2023/12572.png,16 KT 1차,2016년 ~ 2024년
12573,한승지 (Seung-Ji Han),KT,P,우투우타,수유초-선린중-포철공고,,16 KT 2차 2라운드 20순위,2016년 ~ 2021년
12574,서의태 (Eui-Tae Seo),NC,P,좌투좌타,남양주-청량중-경기고,https://statiz.sporki.com/data/baseball/player/2023/12574.png,16 KT 2차 3라운드 21순위,2016년 ~ 2024년
12576,임도혁 (Do-Hyuk Lim),KT,P,우투우타,효제초-신흥중-제물포고,,16 KT 2차 4라운드 40순위,2016년 ~ 2022년
12577,김태오 (Tae-Oh Kim ),KT,P,좌투좌타,연현초-양천중-서울고,https://statiz.sporki.com/data/baseball/player/2023/12577.png,16 KT 2차 5라운드 41순위,2016년 ~ 2024년
12578,장현우 (Hyun-Woo Jang ),KT,P,우투우타,청원초-선린중-선린고-홍익대,,16 KT 2차 6라운드 60순위,2016년 ~ 2020년
12579,김도영 (Do-Young Kim ),KT,P,우투우타,중앙초-대천중-개성고-동아대,,16 KT 2차 7라운드 61순위,2016년 ~ 2018년
12580,노유성 (Yoo-Sung Noh),두산,P,우투좌타,광주화정초-무등중-광주제일고-성균관대,,16 KT 2차 9라운드 81순위,2016년 ~ 2016년
12581,이병훈 (Byung-Hun Lee),KT,P,좌투좌타,공주중동초-공주중-공주고,,16 KT 2차 10라운드 100순위,2016년 ~ 2016년
12582,권용우 (Yong-Woo Gwon),한화,P,우투우타,도신초-성남중-성남고-동의대,,16 한화 2차 3라운드 22순위,2016년 ~ 2021년
12583,장진혁 (Jin-Hyuk Jang),한화,CF,우투좌타,광주화정초-충장중-광주제일고-단국대,https://statiz.sporki.com/data/baseball/player/2023/12583.png,16 한화 2차 4라운드 39순위,2016년 ~ 2024년
12584,염진우 (Jin-Woo Yeom),한화,P,좌투좌타,일산초-원주중-원주고-디지털문예대,,16 한화 2차 5라운드 42순위,2016년 ~ 2018년
12585,김태연 (Tae-Yeon Kim),한화,3B,우투우타,서울청구초-덕수중-야탑고,https://statiz.sporki.com/data/baseball/player/2023/12585.png,16 한화 2차 6라운드 59순위,2016년 ~ 2024년
12586,김찬균 (Chan-Gyun Kim),한화,P,우투우타,남산초-천안북중-북일고-연세대,,16 한화 2차 7라운드 62순위,2016년 ~ 2016년
12587,박상언 (Sang-Un Park),한화,C,우투우타,무원초-영남중-유신고,https://statiz.sporki.com/data/baseball/player/2023/12587.png,16 한화 2차 8라운드 79순위,2016년 ~ 2024년
12588,방윤준 (Yun-jun Bang),한화,P,우투좌타,가동초-덕수중-배명고-단국대,,16 한화 2차 9라운드 82순위,2016년 ~ 2016년
12589,김인환 (In-Hwan Kim),한화,1B,우투좌타,화순초-화순중-화순고-성균관대,https://statiz.sporki.com/data/baseball/player/2023/12589.png,16 한화 육성선수,2016년 ~ 2024년
12590,한승혁 (Seung-Hyuk Han),롯데,P,좌투좌타,순천남산초-순천금당중-효천고,,16 롯데 2차 1라운드 4순위,2016년 ~ 2021년
12591,김영일 (Young-il Kim),롯데,P,우투우타,청원초-배명중-배명고-원광대,,16 롯데 2차 2라운드 17순위,2016년 ~ 2017년
12592,나경민 (Kyung-Min Na),롯데,CF,좌투좌타,둔촌초-잠신중-덕수고,,16 롯데 2차 3라운드 24순위,2016년 ~ 2019년
12593,김남길 (Nam-gil Kim),롯데,P,좌투좌타,매송중-북일고,,16 롯데 2차 4라운드 37순위,2016년 ~ 2017년
12594,김성재 (Sung-Jae Kim),롯데,P,좌투좌타,관산초-부천중-안산공고-원광대,,16 롯데 2차 5라운드 44순위,2016년 ~ 2017년
12595,이찬건 (Chan-Keon Lee),롯데,2B,우투좌타,율하초-경복중-상원고,,16 롯데 2차 6라운드 57순위,2016년 ~ 2019년
12596,안준영 (Joon-Young An),롯데,P,우투우타,역삼초-대치중-청원고-송원대,,16 롯데 2차 7라운드 64순위,2016년 ~ 2016년
12597,임지유 (Ji-You Lim),롯데,P,좌투좌타,상인천초-소래중-소래고,,16 롯데 2차 8라운드 77순위,2016년 ~ 2018년
12598,조준영 (Jun-Young Cho),롯데,LF,좌투좌타,수영초-부산중-경남고,,16 롯데 2차 9라운드 84순위,2016년 ~ 2019년
12599,정종진 (Jong-Jin Jung),롯데,P,좌투좌타,세광고,,16 롯데 2차 10라운드 97순위,2016년 ~ 2019년
12600,이준형 (Jun-Hyung Lee),롯데,LF,우투우타,-,,신인지명 :,2016년 ~ 2016년
12601,이진영 (Jin-Young Lee),롯데,C,우투좌타,대치중-배명고-송원대,,16 롯데 육성선수,2016년 ~ 2016년
12602,이예찬 (Ye-chan Lee),롯데,SS,우투우타,대동중-개성고,,16 롯데 육성선수,2016년 ~ 2016년
12603,최승훈 (Seung-hoon Choi),롯데,2B,좌투좌타,광주화정초-무등중-광주제일고,,16 롯데 육성선수,2016년 ~ 2019년
12604,황경태 (Kyung-Tae Hwang),두산,SS,우투우타,옥산초-경운중-상원고,,16 두산 2차 2라운드 16순위,2016년 ~ 2022년
12605,고봉재 (Bong-Jae Ko),두산,P,우언우타,감천초-대동중-경남고-호원대,https://statiz.sporki.com/data/baseball/player/2023/12605.png,16 두산 2차 3라운드 25순위,2016년 ~ 2023년
12606,홍성호 (Sung-Ho Hong),두산,RF,우투좌타,인헌초-선린중-선린고,https://statiz.sporki.com/data/baseball/player/2023/12606.png,16 두산 2차 4라운드 36순위,2016년 ~ 2024년
12607,정덕현 (Deok-Hyun Jung),두산,P,좌투좌타,소양초-춘천중-강릉고,,16 두산 2차 5라운드 45순위,2016년 ~ 2019년
12608,신창희 (Chang-Hee Shin),두산,C,우투우타,청주상당구-청주중-대구고,https://statiz.sporki.com/data/baseball/player/2023/12608.png,16 두산 2차 7라운드 65순위,2016년 ~ 2023년
12609,양구열 (Gu-Yeol Yang),두산,3B,우투우타,광주서림초-충장중-진흥고-중앙대,,16 두산 2차 8라운드 76순위,2016년 ~ 2018년
12610,이찬기 (Chan-Gi Lee),두산,CF,우투좌타,남양주-휘문중-서울고-인하대,,16 두산 2차 9라운드 85순위,2016년 ~ 2017년
12611,오석 (Suk OH),두산,P,우투우타,영랑초-배명중-경기고-연세대,,16 두산 2차 10라운드 96순위,2016년 ~ 2016년
12612,임석진 (Suck-Jin Lim),KIA,3B,우투우타,군산신풍초-서울이수중-서울고,https://statiz.sporki.com/data/baseball/player/2023/12612.png,16 SK 2차 1라운드 6순위,2016년 ~ 2024년
12613,안상현 (Sang-Hyun Ahn),SSG,2B,우투우타,사파초-선린중-용마고,https://statiz.sporki.com/data/baseball/player/2023/12613.png,16 SK 2차 3라운드 26순위,2016년 ~ 2024년
12614,김찬호 (Chan-Ho Kim),SSG,P,우투우타,창영초-동산중-동산고,,16 SK 2차 4라운드 35순위,2016년 ~ 2021년
12615,하성진 (Sung-Jin Ha),SSG,1B,좌투좌타,동막초-동인천중-인천고,,16 SK 2차 5라운드 46순위,2016년 ~ 2022년
12616,김민재 (Min-jae Kim),SSG,LF,우투우타,연현초-양천중-안산공고,,16 SK 2차 6라운드 55순위,2016년 ~ 2022년
12617,노관현 (Kwan-Hyun Noh),KIA,SS,우투좌타,수영초-대동중-개성고-경희대,,16 SK 2차 7라운드 66순위,2016년 ~ 2018년
12618,최수빈 (Su-bin Choi),KIA,SS,우투좌타,갈산초-양천중-성남고,https://statiz.sporki.com/data/baseball/player/2023/12618.png,16 SK 2차 8라운드 75순위,2016년 ~ 2024년
12619,박광명 (Gwang-myung Park),SK,CF,우투좌타,남양주-배명중-배명고-동국대,,16 SK 2차 10라운드 95순위,2016년 ~ 2019년
12620,김한별 (Han-Byul Kim),KT,P,우투좌타,평촌중-유신고,,16 NC 2차 3라운드 28순위,2016년 ~ 2022년
12621,최우재 (Woo-Jae Choi),NC,P,우투좌타,광주수창초-진흥중-진흥고,https://statiz.sporki.com/data/baseball/player/2023/12621.png,16 NC 2차 5라운드 48순위,2016년 ~ 2024년
12622,김찬형 (Chan-Hyung Kim),SSG,SS,우투우타,양정초-경남중-경남고,https://statiz.sporki.com/data/baseball/player/2023/12622.png,16 NC 2차 6라운드 53순위,2016년 ~ 2024년
12623,김준현 (Jun-Hyun Kim),NC,P,좌투좌타,합덕초-온양중-공주고,,16 NC 2차 7라운드 68순위,2016년 ~ 2016년
12624,임서준 (Seo-Jun Lim),NC,P,우투우타,수주초-양천중-서울고-인하대,,16 NC 2차 8라운드 73순위,2016년 ~ 2019년
12625,조원빈 (Won-Bin Cho),NC,SS,우투우타,둔촌초-잠신중-휘문고-홍익대,,16 NC 2차 9라운드 88순위,2016년 ~ 2019년
12626,최재혁 (Jae-hyeok Choi),NC,SS,우투우타,도산초-경운중-상원고-성균관대,,16 NC 2차 10라운드 93순위,2016년 ~ 2016년
12627,안현석 (hyun-Seok Ahn),넥센,P,우투좌타,홍은중-성남고,,16 넥센 2차 1라운드 9순위,2016년 ~ 2018년
12628,안정훈 (Jung-Hoon An),넥센,P,우투우타,서흥초-재능중-동산고,,16 넥센 2차 2라운드 12순위,2016년 ~ 2017년
12629,최민섭 (Min-seop Choi),넥센,P,우투좌타,소래초-재능중-동산고,,16 넥센 2차 3라운드 29순위,2016년 ~ 2017년
12630,김성택 (Sung-Taek Kim),넥센,P,좌투좌타,신곡초-매송중-덕수고,,16 넥센 2차 4라운드 32순위,2016년 ~ 2018년
12631,유재훈 (Jae-Hoon Yu),넥센,P,우투좌타,오정초-부천원미-부천중-부천고,,16 넥센 2차 5라운드 49순위,2016년 ~ 2017년
12632,이찬석 (Chan-Suk Lee),키움,P,우투우타,수원권선-온양중-공주고,,16 넥센 2차 6라운드 52순위,2016년 ~ 2020년
12633,김성현 (Sung-hyun Kim),넥센,SS,우투우타,양덕초-마산동중-용마고,,16 넥센 2차 7라운드 69순위,2016년 ~ 2018년
12634,채상현 (Sang-Hyun Chae),넥센,CF,우투좌타,성동초-홍은중-장충고-인하대,,16 넥센 2차 8라운드 72순위,2016년 ~ 2017년
12635,김응수 (Eung-Soo Kim ),넥센,P,우투우타,수유초-영남중-신일고,,16 넥센 2차 9라운드 89순위,2016년 ~ 2018년
12636,안준모 (Jun-Mo An),넥센,2B,우투좌타,하남-배재중-선린고,,16 넥센 2차 10라운드 92순위,2016년 ~ 2018년
12637,김승현 (Seung-Hyun Kim),KIA,P,우투우타,노암초-경포중-강릉고,https://statiz.sporki.com/data/baseball/player/2023/12637.png,16 삼성 2차 1라운드 10순위,2016년 ~ 2024년
12638,황선도 (Seon-Do Hwang),삼성,LF,우투우타,대전신흥초-한밭중-대전고,,16 삼성 2차 5라운드 50순위,2016년 ~ 2019년
12639,김성훈 (Sung-Hoon Kim),KT,2B,우투좌타,길동초-건대부중-청원고-서울문화예술대,,16 삼성 2차 6라운드 51순위,2016년 ~ 2020년
12640,남기효 (Gi-hyo Ahn),삼성,P,우투우타,여수중-광주동성고,,16 삼성 2차 7라운드 70순위,2016년 ~ 2018년
12641,최주엽 (Ju-Yeop Choi),삼성,P,우투우타,남도초-경상중-대구고,,16 삼성 2차 8라운드 71순위,2016년 ~ 2017년
12642,김결의 (Gyeol-ui Kim),삼성,C,우투우타,노암초-경포중-강릉고-성균관대,,16 삼성 2차 9라운드 90순위,2016년 ~ 2021년
12643,최승민 (Seung-min Choi),삼성,SS,우투좌타,언북초-언북중-경동고-영남대,,16 삼성 2차 10라운드 91순위,2016년 ~ 2017년
12644,안성무 (Seong-Mu Ahn),삼성,P,우투우타,양목초-양천중-서울고-고려대,,15 삼성 육성선수,2015년 ~ 2018년
12645,구준범 (Jun-Beom Koo),삼성,P,좌투좌타,서울학동초-대치중-배명고,,14 삼성 2차 6라운드 57순위,2014년 ~ 2022년
12646,김만수 (Man-Su Kim),KT,C,우투우타,순천북초-순천이수중-효천고,,15 KT 2차 4라운드 34순위,2016년 ~ 2022년
12647,채선관 (Sun-Kwan Chae),KT,P,우투우타,광주수창초-무등중-광주제일고-한양대,,14 KT 자유선발,2014년 ~ 2017년
12648,마에스트리 (Alessandro Maestri),한화,P,우투우타,-,,16 한화 자유선발,2016년 ~ 2020년
12649,최용제 (Yong-Je Choi),두산,C,우투우타,도곡초-서울이수중-진흥고-홍익대,,14 두산 육성선수,2015년 ~ 2022년
12650,이강혁 (Kang-Hyuk Lee),NC,1B,우투좌타,율하초-대구중-대구고,,10 삼성 육성선수,2016년 ~ 2016년
12651,박세웅 (Se-Woong Park ),삼성,P,좌투좌타,대해초-포항중-청주고,https://statiz.sporki.com/data/baseball/player/2023/12651.png,15 SK 2차 4라운드 40순위,2016년 ~ 2023년
12655,류희운 (Hui-Woon Ryu),한화,P,우투우타,남산초-천안북중-북일고,https://statiz.sporki.com/data/baseball/player/2023/12655.png,14 KT 신생팀 특별지명,2016년 ~ 2023년
12657,조원우 (Won-Woo Cho),한화,LF,우투우타,수영초-부산중-부산고-고려대,,94 쌍방울 2차 5라운드 34순위,1994년 ~ 2008년
12658,코프랜드 (Scott Reast Copeland),LG,P,우투우타,-,,16 LG 자유지명,2016년 ~ 2016년
12662,김지수 (Ji-Soo Kim),한화,CF,좌투좌타,소래초-평촌중-유신고,,15 롯데 육성선수,2016년 ~ 2021년
12665,홍영현 (Young-Hyun Hong),두산,P,우투우타,갈산초-신월중-배명고-동국대,,14 두산 육성선수,2016년 ~ 2017년
12666,레온 (Arnold Leon),삼성,P,우투우타,-,,16 삼성 자유선발,2016년 ~ 2016년
12668,카스티요 (Fabio Castillo),한화,P,우투우타,-,,16 한화 자유선발,2016년 ~ 2016년
12670,맥그레거 (Scott McGregor),넥센,P,우투우타,-,,16 넥센 자유선발,2016년 ~ 2016년
12672,라라 (Braulio Lara),SK,P,좌투우타,-,,16 SK 자유선발,2016년 ~ 2016년
12674,정두산 (Du-San Jeong),삼성,LF,우투좌타,화곡초-신일중-신일고-세한대,,12 삼성 육성선수,2012년 ~ 2018년
12678,이승진 (Seung-Jin Lee),두산,P,우투우타,수원신곡초-매송중-야탑고,https://statiz.sporki.com/data/baseball/player/2023/12678.png,14 SK 2차 7라운드 73순위,2016년 ~ 2024년
12680,서캠프 (Eric M. Surkamp),한화,P,좌투좌타,-,,16 한화 자유선발,2016년 ~ 2016년
12682,허프 (David Gregory Huff),LG,P,좌투좌타,-,,16 LG 자유선발,2016년 ~ 2017년
12683,김은성 (Eun-Sung Kim),키움,2B,우투우타,금평초-자양중-전주고-원광대,,15 넥센 육성선수,2016년 ~ 2021년
12687,박정현 (Jung-Hyun Park),롯데,SS,우투우타,옥산초-경복중-북일고,,15 롯데 육성선수,2015년 ~ 2019년
12689,로위 (Josh Lowey),KT,P,우투우타,-,,16 KT 자유선발,2016년 ~ 2019년
12693,맥스웰 (Justin Maxwell),롯데,CF,우투우타,-,,16 롯데 자유선발,2016년 ~ 2016년
12695,플란데 (Yohan Flande),삼성,P,좌투좌타,-,,16 삼성 자유선발,2016년 ~ 2016년
12697,배재준 (Jae-Jun Bae),LG,P,우투우타,본리초-경상중-상원고,https://statiz.sporki.com/data/baseball/player/2023/12697.png,13 LG 2라운드 16순위,2013년 ~ 2024년
12699,김강현 (Kang-Hyun Kim),롯데,C,우투좌타,고명초-청원중-청원고,https://statiz.sporki.com/data/baseball/player/2023/12699.png,15 롯데 육성선수,2015년 ~ 2024년
12703,김윤환 (Yoon-Hwan Kim),넥센,P,우투우타,중앙초-평촌중-인천고,,14 넥센 2차 10라운드 102순위,2014년 ~ 2017년
12707,조경택 (Kyeong-Taek Cho),한화,C,우투우타,원주중-원주고,,89 태평양 연습생 입단,1992년 ~ 2003년
12713,전종화 (Jong-Hwa Jeon),LG,C,우투우타,대구수창초-경운중-대구고-영남대,,87 롯데 2차 2순위,1987년 ~ 1998년
12714,김무관 (Mu-Kwan Kim),청보,OF,우투우타,숭의초-상인천중-인천고-건국대,,82 삼미 창단 멤버,1982년 ~ 1985년
12722,장광호 (Gwang-Ho Jang),현대,C,우투우타,인천서림초-동산중-동산고,,92 태평양 2차 1라운드,1992년 ~ 2001년
12724,조계현 (Kye-Hyeon Cho),두산,P,우투우타,군산남초-군산남중-군산상고-연세대,,88 해태 1차,1989년 ~ 2001년
12726,김성한 (Sung-Han Kim),해태,1B,우투우타,중앙초-군산중-군산상고-동국대,,82 해태 창단 멤버,1982년 ~ 1995년
12783,왕웨이중 (Wei-Chung Wang),NC,P,좌투좌타,-,,18 NC 자유선발,2017년 ~ 2018년
